"UniqueID","UniversalPublicationId","BulkOrigin","BulkUniqueId","DirectoryName","Address1","PostCode","City","Province","Country"
"2033069882","USFL102169371","DBUSA","1114001880970512450033182788","Sary Noncent","6 N Eustis St","32726","Eustis","FL","USA"
"2003128511","USNY100197949","DBUSA","1113255194657712450019935763","Alter Eleanor B","1301 Avenue Of The Americas","10019","New York","NY","USA"
"","USPA100900948","DAT_advice","","","1364 Welsh Road","19454","North Wales","PA","USA"
"2035695089","USNE100096482","DBUSA","1113254696368112450022272862","Olsson Associates","2111 S 67th St Ste 200","68106","Omaha","NE","USA"
"2032614311","USPA101234855","DBUSA","1114001881102411140018811024","Merrill Lynch Wealth Management","600 Baltimore Dr","18702","Wilkes Barre","PA","USA"
"0224279751","USFL101973981","DnB","113168640","Art Deco District Tours","1001 Ocean Dr","33139","Miami Beach","FL","USA"
"2035026687","USMI100848063","DBUSA","1113255437224812450044547343","Paladin Attachments","2800 Zeeb Rd Ste A","48130","Dexter","MI","USA"
"0224253558","USCO100090686","DnB","113142447","Bueno Food Sales","1433 Meade St","80204","Denver","CO","USA"
"2033640643","USNC100926687","DBUSA","1114002001473011140020014730","Wild Birds Unlimited","134 Town Center Dr","28117","Mooresville","NC","USA"
"2033530607","USCA103545159","DBUSA","1114001999852811140019998528","Senior Living","8417 Mission Dr","91770","Rosemead","CA","USA"
"2031870764","USWI100189381","DBUSA","1113255331288212450025539808","Dollar General","902 W Main St","53963","Waupun","WI","USA"
"2009659769","USFL100614457","DBUSA","1113254919213112438241060721","All About You Travel Unlimited","1240 Us Highway 1 Ste 6","32955","Rockledge","FL","USA"
"2003736764","USAZ100065600","DBUSA","1113255097078212438241193959","A-Magnum Electric","8912 E Southern Ave","85209","Mesa","AZ","USA"
"2035084694","USIN100557756","DBUSA","1114002099568911140020995689","Brian Evans --Metzger Property Services","1875 N 400 E","46941","Lagro","IN","USA"
"0182436646","USCA103187715","DnB","071325535","A Barber's Lounge","73010 El Paseo","92260","Palm Desert","CA","USA"
"2028729822","USMO100442795","DBUSA","1114001606551011140016065510","Smart Body 24/7 Health & Fitness","4754 Mid Rivers Mall Dr","63376","Saint Peters","MO","USA"
"2013243917","USWY100033177","DBUSA","1113256807105211132568071052","Advanced Laser Graphics","216 W 17th St","82001","Cheyenne","WY","USA"
"2011144976","USNY100679311","DBUSA","1113257420868611132574208686","L & W Chemists","10 Empire Ct","11746","Huntington Station","NY","USA"
"2021049671","USNJ100572912","DBUSA","1113257785261411132577852614","Symetrie Hair Designs","101 Ellis St","08033","Haddonfield","NJ","USA"
"2033222212","USDE100096284","DBUSA","1114001906749812450033468392","Marshalls Home & Lawn Services","18054 Robinsonville Rd","19958","Lewes","DE","USA"
"2023035565","USMI100594795","DBUSA","1114001264886011140012648860","Landgraf Law Office","19 S 3rd St","49120","Niles","MI","USA"
"2009884459","USDE100031131","DBUSA","1113255215382212438241287954","American Water Well Systems","20846 Camp Rd","19933","Bridgeville","DE","USA"
"2034501190","USVA100008528","DBUSA","1113254249315612450040301080","Pediatrics-U Va","1221 Lee St","22908","Charlottesville","VA","USA"
"0712148327","USTX102154441","DnB","601037216","Ellens Hallmark","3344 Highway 6","77478","Sugar Land","TX","USA"
"2033548649","USPA100399182","DBUSA","1113255132830812450033822236","Your Loving Choices","904 Market St","17815","Bloomsburg","PA","USA"
"2021059101","USFL101221584","DBUSA","1114000985950512450029087562","Itensity Dancers Studio","15507 Bull Run Rd","33014","Hialeah","FL","USA"
"0267199217","USMA100642580","DnB","156088106","Tedeschi Food Shops","105 Trowbridge Rd","02532","Buzzards Bay","MA","USA"
"2033085353","USTX102390415","DBUSA","1114001949708211140019497082","Cho Myung","9602 Fm 1960 Bypass Rd W","77338","Humble","TX","USA"
"0145599127","USMT100182172","DnB","034488016","Rosie's","204 Park St","59030","Gardiner","MT","USA"
"2032562460","USCA103474231","DBUSA","1114001846064811140018460648","Zinqu San Diegoo","2101 Kettner Blvd","92101","San Diego","CA","USA"
"2031002307","USNE100193892","DBUSA","1114001711091512450032293748","Becker Family Farm","6 Driftwood Dr","68601","Columbus","NE","USA"
"0217342006","USPA101033849","DnB","106230895","Country Thyme","206 Macintosh Way","17201","Chambersburg","PA","USA"
"0945064499","USIL101052860","DnB","833953388","Jr Auto Repair","1516 N Lewis Ave","60085","Waukegan","IL","USA"
"2015543832","USMA100371332","DBUSA","1114000826168911140008261689","Noel Properties","85 Mcclellan Rd","01590","Sutton","MA","USA"
"2004985527","USAL100070876","DBUSA","1113257332501612438247330818","J Leko Furniture Maker","5048 Chancel Dr Se","35802","Huntsville","AL","USA"
"2025242630","USTN100414710","DBUSA","1114001351152511140013511525","Pet Au Pair","","38105","Memphis","TN","USA"
"2005513541","USNJ100167150","DBUSA","1114000006845511140000068455","Baby Pillow Store","214 Paint Island Spring Rd","08510","Millstone Township","NJ","USA"
"0187526935","USCA103630271","DnB","076415824","Base Color Bar","1157 S Bundy Dr","90049","Los Angeles","CA","USA"
"0218222777","USOR101522973","DnB","107111666","Charles Schwab","975 Oak St","97401","Eugene","OR","USA"
"2009569088","USFL100609773","DBUSA","1113254893812511132548938125","Benjamin Franklin Plumbing","6759 Mauna Loa Blvd","34241","Sarasota","FL","USA"
"0261861528","USPA101037907","DnB","150750417","Transformation Electric","636 Fisher Rd","16002","Butler","PA","USA"
"2010352765","USNC100291396","DBUSA","1113255263107012438247524072","Circle K","621 Green Valley Rd","27408","Greensboro","NC","USA"
"0149880358","USCA102834216","DnB","038769247","Wow Smiles","1791 Marlow Rd","95401","Santa Rosa","CA","USA"
"2005841564","USFL100356749","DBUSA","1113254354977812438244237552","Delux Marble & Granite","880 Nw 57th St","33309","Fort Lauderdale","FL","USA"
"0174276995","USAZ100444166","DnB","063165884","Perry's Decorative Finishes L.L.C","1717 S Dorsey Ln","85281","Tempe","AZ","USA"
"0176429241","USMA100601386","DnB","065318130","Todd R Moreschi","34 N Liberty St","01949","Middleton","MA","USA"
"2023980179","USMA100332810","DBUSA","1114000512079012450030143909","Gemma's Cafe","7 Hampshire St","01844","Methuen","MA","USA"
"2000446849","USIL100016796","DBUSA","1113254249463712438203661914","George F Dietz MD","212 S Scoville Ave","60302","Oak Park","IL","USA"
"2035885787","USVA100802362","DBUSA","1114002017450011140020174500","Central Mechanical","266 Albert Ct","22901","Charlottesville","VA","USA"
"0162508834","USAZ100435928","DnB","051397723","Vtt Testing","2581 N Highway 95","85344","Parker","AZ","USA"
"2002351182","USNJ100073462","DBUSA","1113254754100012438212381786","Thomas J Burns Jr","2273 Highway 33 Ste 201","08690","Trenton","NJ","USA"
"0195551733","USOH100794627","DnB","084440622","Maxwell Mechanical","11595 Old Rainer Rd","43777","Roseville","OH","USA"
"0919625771","USUT100125117","DnB","808514660","Residence Inn By Marriott","6425 S 3000 E","84121","Salt Lake City","UT","USA"
"0204681734","USFL101691807","DnB","093570623","Emery Trucking","248 SW Utah St","32038","Fort White","FL","USA"
"0214689307","USTX102431468","DnB","103578196","Motor Man","10604 Bluff Bend Dr","78753","Austin","TX","USA"
"0125680433","USNJ100748694","DnB","014569322","Quick Mart","905 Frank E Rdgers Blvd S","07029","Harrison","NJ","USA"
"0146155424","USFL101666130","DnB","035044313","AAA Affordable","1899 Peace Ter","32533","Cantonment","FL","USA"
"2011714571","USNC100332967","DBUSA","1113257491354912438249275452","Movers World Van Lines","5400 Bragg Blvd","28303","Fayetteville","NC","USA"
"2030770950","USTX102269319","DBUSA","1114001720902912450032391860","Randle Family Farm","PO Box 281","76849","Junction","TX","USA"
"0289430678","USCA102058231","DnB","178319567","Seaport Lighting","2320 E Walnut Ave","92831","Fullerton","CA","USA"
"2029096517","USMD101221228","DBUSA","1114001625935111140016259351","SECU Credit Union","8055 Jumpers Hole Rd","21122","Pasadena","MD","USA"
"2006495396","USFL100407326","DBUSA","1113257093133811132570931338","Dish Network","5298 W Copans Rd","33063","Pompano Beach","FL","USA"
"0221631754","USOH100865205","DnB","110520643","Lawson Surge Electric","1118 Linwood Ave","43206","Columbus","OH","USA"
"2032349862","USFL101136463","DBUSA","1113254881537412450027295804","Southampton Restoration","5555 Village Blvd","33407","West Palm Beach","FL","USA"
"2031008349","USNE100195954","DBUSA","1114001711755412450032300387","Zerbe Family Farm","87457 518 Ave","68764","Orchard","NE","USA"
"2035839827","USOH100684969","DBUSA","1113257250075212440000108508","Hanser Music Group","9615 Inter Ocean Dr","45246","Cincinnati","OH","USA"
"2010161752","USTX101276480","DBUSA","1113255203083712438242300018","BNB Wholesale Skinning","247 Thrill Hill Dr","78058","Mountain Home","TX","USA"
"2035944849","USWA100744530","DBUSA","1114002192046312450045247678","Rocash","4466 Ferncroft Rd","98040","Mercer Island","WA","USA"
"2006820194","USNJ100207639","DBUSA","1113254444474812438252386541","Spring Dance Hot Tubs","755 S Route 73","08091","West Berlin","NJ","USA"
"0307668280","USCA103242445","DnB","196557169","Armstrong Garden Centers","17552 Golden W Blvd","92647","Huntington Beach","CA","USA"
"2034705228","USNJ100353479","DBUSA","1113257260666412450040791592","Heartcare Center","38 Mayhill St","07663","Saddle Brook","NJ","USA"
"2026975003","USMI100618185","DBUSA","1114001400004611140014000046","Express Delivery Group","256 Earlmoor Blvd","48341","Pontiac","MI","USA"
"2011043460","USWA100248918","DBUSA","1113255441948112438245240673","Federal Way Motel","29815 Pacific Hwy S","98003","Federal Way","WA","USA"
"2005399665","USMA100128864","DBUSA","1113255357466212438252385045","Spring Brook Farm Country Store","591 Great Rd","01460","Littleton","MA","USA"
"2002572622","USWI100048581","DBUSA","1113254375071911132543750719","St Luke's Optifast Program","2900 W Oklahoma Ave","53215","Milwaukee","WI","USA"
"0133017415","USVA100659270","DnB","021906304","Paradise Creek Nature Park","1141 Victory Blvd","23702","Portsmouth","VA","USA"
"2013570194","USCO100248348","DBUSA","1113257555627711132575556277","Pain Center of Roaring Fork","1450 E Valley Rd","81621","Basalt","CO","USA"
"2021266315","USNJ100571255","DBUSA","1114001130750512450029226918","Cindy's Flowers & Gift Shop","451 W Grand Ave","07065","Rahway","NJ","USA"
"0254472797","USOH100844057","DnB","143361686","Action Specialties","17295 Foltz Pkwy","44149","Strongsville","OH","USA"
"2019706017","USMN100332762","DBUSA","1114001011561511140010115615","Casey's","1109 State St N","56093","Waseca","MN","USA"
"2004887266","USTX100337966","DBUSA","1113255225673311132552256733","Wild Bill's Hitchn Post","1205 Fm 780","75125","Ferris","TX","USA"
"2003141820","USNV100024569","DBUSA","1113255023195311132550231953","Flyers","125 N Mountain St","89820","Battle Mountain","NV","USA"
"0126402331","USOK100302130","DnB","015291220","T Med Surgical Devices & Bracing","4635 S Wheeling Ave","74105","Tulsa","OK","USA"
"2027125926","USAZ100384233","DBUSA","1114001463207411140014632074","Cox Store","1321 E Florence Blvd Ste 2","85122","Casa Grande","AZ","USA"
"0122565798","USVA100604484","DnB","011454687","Gromcoast","2324 Valle Rio Way","23456","Virginia Beach","VA","USA"
"2034485420","USNY100778743","DBUSA","1114001514487812450038967632","Quality Installation","5844 Maurice Ave","11378","Maspeth","NY","USA"
"2027937014","USNJ100671618","DBUSA","1114001574353012450031374829","John D Koerner MD","266 Harristown Rd Ste 100","07452","Glen Rock","NJ","USA"
"0893719961","USNM100152751","DnB","782608850","Wrightway Express","1718 E Highland Dr","88240","Hobbs","NM","USA"
"0211572173","USFL100472067","DnB","100461062","Wright Travel","5353 N Federal Hwy","33308","Fort Lauderdale","FL","USA"
"2022794380","USPA100838219","DBUSA","1114000571213712450029505008","Fiberblades","1150 Northbrook Dr Ste 150","15931","Ebensburg","PA","USA"
"01039360261","USTX101853031","DnB","928249150","Chicago's Finest Pizza","6150 Independence Pkwy","75023","Plano","TX","USA"
"2000322229","USNY100022790","DBUSA","1113254190981412438243157281","Cheryl L Jones Law Offices","499 S Warren St Ste 516","13202","Syracuse","NY","USA"
"2031601465","USTX102313464","DBUSA","1114001793324412450032728323","Brorman Family Farm","5510 County Road M","79045","Hereford","TX","USA"
"2033996862","USGA101073365","DBUSA","1114001921788211140019217882","Dr Shannon Thorsteinson","755 Commerce Dr Ste 520","30030","Decatur","GA","USA"
"0178446341","USCA103166823","DnB","067335230","Constitution Quest","27475 Ynez Rd","92591","Temecula","CA","USA"
"2034024202","USVA100662914","DBUSA","1114001664834812450034035185","Carniceria Lily","1525 Williamson Rd Ne","24012","Roanoke","VA","USA"
"2004080837","USNJ100127676","DBUSA","1113255114532811132551145328","Green Nature Landscape Design","31 Patania Ct","07035","Lincoln Park","NJ","USA"
"2027072636","USCA102492650","DBUSA","1114001463192711140014631927","Zepeda Wood Works","14922 Ramona Blvd Ste D","91706","Baldwin Park","CA","USA"
"2028866579","USSC100332258","DBUSA","1114001615776111140016157761","Blanton Chiropractic & Wellness","272 Giles Dr","29316","Boiling Springs","SC","USA"
"2007047029","USNY100431877","DBUSA","1114000378341811140003783418","Godwin Stanley","1 Ascot Ln","12309","Schenectady","NY","USA"
"2006395020","USNY101208311","DBUSA","1114000514804911140005148049","Ifuekosa Tax Service","99 Tulip Ave","11001","Floral Park","NY","USA"
"2032373806","USCA103423659","DBUSA","1114001796240211140017962402","She Global","1930 Doreen Ave","91733","South El Monte","CA","USA"
"2020074392","USIN100347635","DBUSA","1114001056086212450004216122","Heidi Adair","110 W Berry St Ste 1100","46802","Fort Wayne","IN","USA"
"2016930755","USIL100680826","DBUSA","1114000871501012450021677273","Johnson Karen MD","9730 S Western Ave Ste 100","60805","Evergreen Park","IL","USA"
"0206234191","USKS100264503","DnB","095123080","Randstad USA","7007 College Blvd","66211","Overland Park","KS","USA"
"2032574461","USCA103451116","DBUSA","1114001867325511140018673255","M F Transport","4001 Bridgewater Way","93313","Bakersfield","CA","USA"
"2004649424","USPA100194656","DBUSA","1113255505130612438244534792","Drake Refrigeration","2900 Samuel Dr","19020","Bensalem","PA","USA"
"2033355959","USNY101893917","DBUSA","1114001973440711140019734407","Shaunte Johnson","813 E 228th St","10466","Bronx","NY","USA"
"2032040618","USOR101622601","DBUSA","1114001772068111140017720681","Don Rasmussen","10125 Sw Washington Square Rd","97223","Portland","OR","USA"
"2018531841","USIL100740361","DBUSA","1114000957458411140009574584","A2z Pest Control","20291 E 500th Ave","62424","Dieterich","IL","USA"
"0209536846","USMI100857244","DnB","098425735","First Choice Home Care","18000 W 9 Mile Rd","48075","Southfield","MI","USA"
"2010587296","USVA100262722","DBUSA","1113255331848912438254239893","Western Tidewater Community Services Board","22501 Thomas Woods Trl","23898","Zuni","VA","USA"
"0125052363","USKY100322990","DnB","013941252","Arco","7780 Lewisburg Rd","42276","Russellville","KY","USA"
"2004105796","USNY100256402","DBUSA","1113255120953512438251669011","Sanoma A","1010 44th Ave Fl 1","11101","Long Island City","NY","USA"
"2002627577","USNJ100083192","DBUSA","1113254735629312438212104652","Fanous Stephan DDS","59 Brunswick Woods Dr","08816","East Brunswick","NJ","USA"
"2034280787","USTX100291456","DBUSA","1113255257203612450034705471","Fellowship Church Of Houston","7730 Fuqua St","77075","Houston","TX","USA"
"2030842142","USMO100556494","DBUSA","1114001702939412450032212228","Bird Family Farm","21987 Oval Ave","64640","Gallatin","MO","USA"
"0131254428","USFL101755989","DnB","020143317","Capt. Eddie S Fishin Business, L.L.C","940 Stoner Rd","34223","Englewood","FL","USA"
"2009471553","USCO100177069","DBUSA","1113255005554311132550055543","Raney John & Pat","834 Lake Dr","80540","Lyons","CO","USA"
"0175720526","USCA103428761","DnB","064609415","Jacks Repair & Sales","2540 Donner Way","95818","Sacramento","CA","USA"
"","USAR100367133","DAT_synup","","","1218 S. Rock Rd.","67207","Wichita","Kansas","USA"
"2035929340","USIA100034907","DBUSA","11132550819837210585744","Rockwell Automation","5770 Tremont Ave","52807","Davenport","IA","USA"
"2009729641","USVT100027278","DBUSA","1113255088124512438246526887","Hickok & Boardman Insurance","130 Upper Welden St","05478","Saint Albans","VT","USA"
"0142901890","USCA103020735","DnB","031790779","Exotic Beauty Salon","156 N Maple Ave","93702","Fresno","CA","USA"
"2031598010","USTX102316716","DBUSA","1114001788596412450032681043","Trotter Family Farm","15250 N Fm 600","79503","Avoca","TX","USA"
"2007521895","USPA100305610","DBUSA","1114000572955111140005729551","Access Services","760 Constitution Dr","19341","Exton","PA","USA"
"2030226274","USIL101114144","DBUSA","1114001662974811140016629748","Allegion Plc","947 W Hawthorn Dr","60143","Itasca","IL","USA"
"2026931670","USAR100279816","DBUSA","1114001450844711140014508447","County of Yell Sheriff Department","201 W 5th St","72833","Danville","AR","USA"
"2009332105","USTX100659655","DBUSA","1113255058908912438240676341","Aaron's","6935 Bandera Rd","78238","San Antonio","TX","USA"
"0180678347","USTX101820321","DnB","069567236","Star Struck Ranch","27958 Cline Ln","77357","New Caney","TX","USA"
"2006316522","USFL100393253","DBUSA","1114000268023512450013621736","Tj Freeman Photography","2380 Everglades Blvd S","34117","Naples","FL","USA"
"2030592888","USME100139427","DBUSA","1114001691875811140016918758","Robert Barna Ms Ladc","145 Lisbon St","04240","Lewiston","ME","USA"
"2020984192","USCO100365337","DBUSA","1113254983843812438247127197","Jack of Diamond Art","7701 Ralston Rd Unit A","80002","Arvada","CO","USA"
"2033665931","USWI100523411","DBUSA","1114001812234212450034010954","Class Experts Group","740 W Glen Oaks Ln","53092","Mequon","WI","USA"
"2030878133","USOK100359094","DBUSA","1114001717395812450032356791","Thomas Family Farm","PO Box 325","73641","Dill City","OK","USA"
"0213844518","USNY101668078","DnB","102733407","Gelfand, Dmitriy","1689 E 21st St","11210","Brooklyn","NY","USA"
"2033885462","USCA100949284","DBUSA","1113254758431112450034030379","Kim Jae J DDS","17476 Colima Rd","91748","Rowland Heights","CA","USA"
"2032873723","USTX102379996","DBUSA","1114001899700612450033095148","Charitable Shopper","13907 Montfort Dr","75240","Dallas","TX","USA"
"2023802381","USRI100025126","DBUSA","1114000512595512450030154978","99 Cents & Up","838 Admiral St","02904","Providence","RI","USA"
"2007888847","USFL100508498","DBUSA","1113254675315111132546753151","LabCorp","1730 Dunlawton Ave Ste 3","32127","Port Orange","FL","USA"
"2022994410","USOH100602125","DBUSA","1114000979297112450029588317","Procare","317 N Main St","45356","Piqua","OH","USA"
"2026297099","USMI100387438","DBUSA","11140001106788159992232","A & J Electric","51483 Quadrate Dr Ste A","48042","Macomb","MI","USA"
"2007610261","USNM100052448","DBUSA","1113254542713412438250033207","Overbay Construction","1845 Lillie Dr","87068","Bosque Farms","NM","USA"
"2033144530","USOH100844685","DBUSA","1114001954143311140019541433","G Keener","2936 Liberty Rd","45344","New Carlisle","OH","USA"
"0116156781","USGA100504179","DnB","005045670","Travelport","760 Doug Davis Dr","30354","Atlanta","GA","USA"
"2004138276","USCA100459860","DBUSA","1113255229081612438247444528","J P Cleaners","253 S La Brea Ave","90301","Inglewood","CA","USA"
"2027932797","USPA100931149","DBUSA","1114001571655412450031365045","Elizabeth M Hart DO","955 Bellefonte Ave","17745","Lock Haven","PA","USA"
"2014342882","USMA100340524","DBUSA","1113255400124111132554001241","Mario's Auto Body","977 Broadway","02151","Revere","MA","USA"
"2006975116","USNC100198768","DBUSA","1113254369411411132543694114","Tile & Wood By Timothy","","28801","Asheville","NC","USA"
"2023768943","USMA100117428","DBUSA","1113257052833911132570528339","Criminal Justice Training Council","1380 Bay St","02780","Taunton","MA","USA"
"2007182624","USCA100806733","DBUSA","1114000138052411140001380524","Immunicom","6048 Cornerstone Ct W Ste D","92121","San Diego","CA","USA"
"2003357794","USUT100028745","DBUSA","1113255119438412438249565036","New Image Hair Salon","67 E 100 N","84660","Spanish Fork","UT","USA"
"0727657981","USIN100492323","DnB","616546870","Hollinger Bicycles","120 N Main St","46526","Goshen","IN","USA"
"0668545213","USCA103014699","DnB","557434102","In Up Plaites","3191 Casitas Ave","90039","Los Angeles","CA","USA"
"2026178895","USNY101317279","DBUSA","1114001401091011140014010910","Tannenbaum Moshe Rabbi","36 Walworth St","11205","Brooklyn","NY","USA"
"2020789386","USTX101409388","DBUSA","1114001111242211140011112422","Dairy Land","310 Cavalcade St","77009","Houston","TX","USA"
"2014258788","USTX101283407","DBUSA","1113255063185412438247072504","Ips Services","4265 San Felipe St Ste 1100","77027","Houston","TX","USA"
"2018762141","USPA100495684","DBUSA","1114000039523712450022069758","Moda Technology Partners","580 Virginia Dr","19034","Fort Washington","PA","USA"
"2033026635","USNJ100895411","DBUSA","1114001859046012450033062610","Unbothered Melanin","310 Blossom Cir","08234","Egg Harbor Township","NJ","USA"
"2035867260","USNC100462428","DBUSA","1113254416154312450055326191","Berkshire Hathaway Home Services","7930 W Kenton Cir Ste 300","28078","Huntersville","NC","USA"
"2035738321","USTX100985439","DBUSA","1113400310769412450063875544","Marshalls","3333 Preston Rd Ste 500","75034","Frisco","TX","USA"
"","USCA103553373","DAT_uberall","","","16461a Ventura Boulevard","91436","Encino","CA","USA"
"2017076873","USGA100534720","DBUSA","1114000886246912450021811705","The Creative Momentum","1801 Old Alabama Rd Ste 125","30076","Roswell","GA","USA"
"2013206386","USIL100515480","DBUSA","1113256761561112440000492177","Paris Frozen Foods","305 Springfield Rd","62049","Hillsboro","IL","USA"
"2024730333","USVA100191067","DBUSA","1113254665284911132546652849","Healing Springs Animal Hospital","107 Nuckolls Curve Rd","24333","Galax","VA","USA"
"2012979767","USIL100507884","DBUSA","1114000432400111140004324001","Ellwood Steak and Fish House","2219 Sycamore Rd","60115","Dekalb","IL","USA"
"2007412777","USPA100301613","DBUSA","1113254563964111132545639641","Kist C Drywall & Plastering","1476 Mitnik Ave","15909","Johnstown","PA","USA"
"2002661844","USFL100159346","DBUSA","1113254856353212450012685384","Sunshine Gasoline","16711 Collins Ave","33160","North Miami Beach","FL","USA"
"2022147265","USCA102306480","DBUSA","1113255385063512450029361958","Delias Cleaners","28723 S Western Ave","90275","Rancho Palos Verdes","CA","USA"
"2035906301","USIN100562200","DBUSA","1113255286852212450061597545","Hosler Realty","106 S Main St","46755","Kendallville","IN","USA"
"2007775870","USGA100236701","DBUSA","1113254557100212438246683210","Hometown Food Store","1165 27th St","31904","Columbus","GA","USA"
"2029797782","USPA100987123","DBUSA","1114001643852711140016438527","Doylestown Escape Room","140 S Main St","18901","Doylestown","PA","USA"
"2025961801","USNE100146724","DBUSA","1114001380301611140013803016","Professional Partner Program","206 W Monroe Ave","68701","Norfolk","NE","USA"
"2008532327","USIA100091351","DBUSA","1113254785978011132547859780","Everly Fire & Rescue","102 W 2nd St","51338","Everly","IA","USA"
"2033530086","USCA103547513","DBUSA","1114001997919611140019979196","Elev8 Yoga & Fitness","446 W Napa St","95476","Sonoma","CA","USA"
"2005024430","USMS100040731","DBUSA","1113255485835912438248422063","Macon Presbyterian Church","847 Washington St","39341","Macon","MS","USA"
"2016911206","USAZ100305257","DBUSA","1114000869359312450021656854","Bakke, Frank A, MD","3390 N Campbell Ave Ste 110","85719","Tucson","AZ","USA"
"2023679699","USME100058817","DBUSA","1113256976532212450030162041","Cat Trax","4788 Bennoch Rd","04453","Lagrange","ME","USA"
"2001465436","USWA100042400","DBUSA","1113254520872011132545208720","Dixon Backflow Testing","344 N 138th St","98133","Seattle","WA","USA"
"0262407098","USUT100226469","DnB","151295987","Bottman Design","1081 S 300 W","84101","Salt Lake City","UT","USA"
"2032689689","USMI100843966","DBUSA","1114001873778311140018737783","Blue Granite Marble","4820 Empire Way","48917","Lansing","MI","USA"
"2024423306","USKY100121485","DBUSA","1113254952577012438246949837","Infinity-Laser Med Spa","128 Keystone Ave","40004","Bardstown","KY","USA"
"2035340919","USVA100795190","DBUSA","1114002119115111140021191151","Sparkling Bubbles","728 Morrison Ave","24179","Vinton","VA","USA"
"","USAZ100405855","DAT_synup","","","2740 S. Woodland Village Blvd.","86001","Flagstaff","Arizona","USA"
"0195965163","USIN100461809","DnB","084854052","St. Earth Pottery","4693 E County Road 200 N","46128","Fillmore","IN","USA"
"2035035306","USMI100895171","DBUSA","1114002023918411140020239184","Barbara Barnes Health Coaching","2901 S 9 1/2 Rd","49638","Harrietta","MI","USA"
"2012855583","USMS100106627","DBUSA","1114000524215111140005242151","United Way","109 N Main St","38863","Pontotoc","MS","USA"
"2006653176","USPA100273680","DBUSA","1113254435177512438246956964","In Gear Cycling & Fitness","9030 Bridge Rd","17036","Hummelstown","PA","USA"
"2000299045","USTN100005726","DBUSA","1113254181451512438202582263","Charles Rogers","201 W Springdale Ave","37917","Knoxville","TN","USA"
"2031941138","USCO101559097","DBUSA","1114001775302812450032548111","Simmons Family Farm","28300 County Road 22","81067","Rocky Ford","CO","USA"
"2030917945","USKS100289806","DBUSA","1114001705379912450032236632","Meyer Family Farm","2481 Goldfinch Rd","66434","Hiawatha","KS","USA"
"2005186128","USCO100095803","DBUSA","1113254474817411132544748174","US Energy Department","","80728","Fleming","CO","USA"
"2021338275","USPA100817105","DBUSA","1114001176827911140011768279","Timeline Pi","900 W Sproul Rd Ste 102","19064","Springfield","PA","USA"
"0142441232","USFL101947402","DnB","031330121","Rcv Property","5610 Blanding Blvd","32244","Jacksonville","FL","USA"
"0178747124","USUT100207430","DnB","067636013","Shawn L Carter Panting","520 S Gale St","84101","Salt Lake City","UT","USA"
"2023574792","USFL100138364","DBUSA","1113254869747712450029875338","Designer Blinds & Fabrics","1830 Ne 144th St","33181","Miami","FL","USA"
"2028298086","USWA100498636","DBUSA","1114001570983512450031362390","Emily N Peterson MD","21911 76th Ave W Ste 110","98026","Edmonds","WA","USA"
"0157580669","USWV100121789","DnB","046469558","Princeton Speedway","177 Racetrack Rd","24740","Princeton","WV","USA"
"0122653096","USTN100353198","DnB","011541985","Algood Auto Sales","330 W Broad St","38501","Cookeville","TN","USA"
"2027800252","USNC100672675","DBUSA","1114001523037611140015230376","Sabor Latino","7012 Albemarle Rd","28227","Charlotte","NC","USA"
"2001673467","USMI100047233","DBUSA","1113254647479712438210936423","Charlotte Hartzell Liioi MD","6900 Orchard Lake Rd Ste 307","48322","West Bloomfield","MI","USA"
"2035818750","USTN100640831","DBUSA","1114002195226112450045264685","Rays Technical Solutions","1100 Halle Park Cir Ste 102","38017","Collierville","TN","USA"
"2016726003","USPA100692859","DBUSA","1114000852403312450021494956","David Behar MD","4 S 4th St Fl 2","19602","Reading","PA","USA"
"0938978572","USIL101034763","DnB","827867461","Kay Jewelers","401 Town Sq","60189","Wheaton","IL","USA"
"2019993127","USAL100281173","DBUSA","1114001051689112450021080393","Alan Duke","2204 Lakeshore Dr Ste 114","35209","Birmingham","AL","USA"
"01080858035","USIL100937452","DnB","969746924","Bud Meitl & Sons Painting","7n060 Sauber Rd","60151","Maple Park","IL","USA"
"2023335646","USTX100048494","DBUSA","1113254292947812450030093180","Bass Landscape","PO Box 67","75444","Golden","TX","USA"
"2035809508","USIL100818567","DBUSA","11132578724531213775386","Visualingo","1633 W Belle Plaine Ave","60613","Chicago","IL","USA"
"0212942390","USFL100702251","DnB","101831279","Clayton Roper & Marshall","246 N Westmonte Dr","32714","Altamonte Springs","FL","USA"
"2001658692","USTX100110260","DBUSA","1113254548458911132545484589","Best Floors","PO Box 4821","78469","Corpus Christi","TX","USA"
"2009666167","USIL100364373","DBUSA","1113255189824312438241094620","Alliance International","1555 N Mittel Blvd","60191","Wood Dale","IL","USA"
"0243033295","USCA102753932","DnB","131922184","AC Imports","903 Harness Ln","92860","Norco","CA","USA"
"2002495326","USNY100156951","DBUSA","1113254767094912438212573412","James J Shen","453 Colon Ave","10308","Staten Island","NY","USA"
"2003312933","USDC100013724","DBUSA","1113255269137211132552691372","Capitol Place 1","555 New Jersey Ave Nw","20001","Washington","DC","USA"
"2010410153","USNC100293715","DBUSA","1113255284749712438244637912","Eagle Insulation","34 Tice St","28170","Wadesboro","NC","USA"
